CMPD_CHEMBLID,exp,smiles,transformed_solubility,transformed_smiles
CHEMBL2331749,2.12,CC1=CN([C@H]2CCCN(C2)S(=O)(=O)c3ccc(O)c(Oc4ccc(Cl)cc4)c3)C(=O)NC1=O,39.666666666666664,AAr~AD{{A*H}sAAAD{As}E{~B}{~B}ataaa{B}a{Bauaaa{Z}aau}at}A{~B}DAr~B
CHEMBL1951916,1.93,CCN(C1CCN(CC[C@H](C2CCN(CC2)S(=O)(=O)C)c3cc(C)cc(C)c3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,42.833333333333336,AAD{ArAAD{AA{A*H}{AsAAD{AAs}E{~B}{~B}A}ataa{A}aa{A}at}AAr}A{~B}Aauaaa{aau}E{~B}{~B}A
CHEMBL1950854,1.45,CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccc(OC)cc2)C1)C(C)(C)C,50.833333333333336,AD{A**H}{A}A{~B}D{A*H}{A{~B}D{A*H}rAAAD{AAasaaa{BA}aas}Ar}A{A}{A}A
CHEMBL47406,0.92,COC(=O)COc1ccc(O)cc1,59.666666666666664,ABA{~B}ABaraaa{B}aar
CHEMBL403963,-0.4,C(=C\c1nn[nH]n1)/c2ccccc2,81.66666666666667,A{~ARardd{dH}dr}Lasaaaaas
CHEMBL669,2.83,CN(C)CCC=C1c2ccccc2C=Cc3ccccc13,27.833333333333332,AD{A}AAA~ArasaaaaasA~Aataaaaart
CHEMBL109244,1.26,Oc1ccc(CCNCCCCCCNC(=O)Nc2ccccc2)c3sc(O)nc13,54.0,Baraaa{AADAAAAAADA{~B}Dasaaaaas}atsa{B}dart
CHEMBL345937,-1.1,CC1SC2=C(C(=O)O)C(=O)c3cc(F)c(cc3N12)N4CCNCC4,93.33333333333333,AArEAs~A{A{~B}B}A{~B}ataa{G}a{aatDrs}DuAADAAu
CHEMBL2171040,0.89,COc1ccccc1S(=O)(=O)NC(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(Cl)c(Cl)c4,60.166666666666664,ABaraaaaarE{~B}{~B}DA{~B}DsAAA{AAs}DtAAA{AAt}Bauaaa{Z}a{Z}au
CHEMBL2104888,2.8,O[C@H]([C@H](Cc1ccccc1)NC(=O)c2cc3cc(Cl)ccc3[nH]2)C(=O)N4C[C@@H](O)[C@@H](O)C4,28.33333333333334,B{A*H}{{A*H}{Aaraaaaar}DA{~B}asaataa{Z}aaat{dH}s}A{~B}DuA{A**H}{B}{A**H}{B}Au
CHEMBL1077827,1.4,CCOc1ccc(cc1)N2C(=O)c3cccnc3N=C2[C@@H](C)N(CC4CCN(C)CC4)C(=O)Cc5ccc(F)c(c5)C(F)(F)F,51.666666666666664,AABaraaa{aar}DsA{~B}ataaadatD~As{A**H}{A}D{AAuAAD{A}AAu}A{~B}Aavaaa{G}a{av}A{G}{G}G
CHEMBL300982,3.07,CC1(C)Cc2c(c3ccccc3)c(c(CC(=O)O)n2C1)c4ccc(Cl)cc4,23.83333333333334,AAr{A}Aasa{ataaaaat}a{a{AA{~B}B}dsAr}auaaa{Z}aau
CHEMBL219098,2.87,CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Oc3cccc4ccccc34)c2C(=O)N5CC[C@@H](O)C5,27.166666666666668,AA{A}ADrA{~B}D{A}A{~B}asarsa{Bataaaauaaaaatu}asA{~B}DvAA{A**H}{B}Av
CHEMBL1824606,3.85,Fc1ccccc1COc2cc(OCCCN3CCCC3)ccc2C(=O)Nc4ccccc4,10.83333333333333,GaraaaaarABasaa{BAAADtAAAAt}aaasA{~B}Dauaaaaau
CHEMBL1218,2.57,CCC(=O)NCC[C@@H]1CCc2ccc3OCCc3c12,32.16666666666667,AAA{~B}DAA{A**H}rAAasaaatBAAatars
CHEMBL121,2.5,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c3ccccn3,33.333333333333336,AD{AABaraaa{AAsEA{~B}DAs~B}aar}ataaaadt
CHEMBL193200,2.54,Oc1ccc(CC(=O)c2ccc(O)cc2O)cc1,32.666666666666664,Baraaa{AA{~B}asaaa{B}aasB}aar
CHEMBL1433131,2.66,Clc1cccc(Cl)c1c2nnc3cccc(Cl)n23,30.666666666666668,Zaraaaa{Z}arasddataaaa{Z}dst
CHEMBL72,1.24,CNCCCN1c2ccccc2CCc3ccccc13,54.333333333333336,ADAAADrasaaaaasAAataaaaart
CHEMBL2179269,-0.3,C[C@@H](N1CCC[C@@H](C1)N2C=C(C)C(=O)NC2=O)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3,80.0,A{A**H}{DrAAA{A**H}{Ar}DsA~A{A}A{~B}DAs~B}ataaa{A{~B}B}a{Bauaaaa{Z}au}at
CHEMBL1945033,-0.07,O[C@@H](CNCCc1cccc(CNCCc2ccccn2)c1)c3ccc(O)c4NC(=O)Sc34,76.16666666666667,B{A**H}{ADAAaraaaa{ADAAasaaaads}ar}ataaa{B}auDA{~B}Eatu
CHEMBL147405,1.6,CC(=O)NC[C@H]1CN(C(=O)O1)c2ccc(c(F)c2)n3ccc(c3)C#N,48.333333333333336,AA{~B}DA{A*H}rAD{A{~B}Br}asaaa{a{G}as}dtaaa{at}A^D
CHEMBL2325713,2.6,CS(=O)(=O)C1(CC1)c2cc(nc(n2)c3ccccc3)N4CCOCC4,31.666666666666668,AE{~B}{~B}Ar{AAr}asaa{da{ds}ataaaaat}DuAABAAu
CHEMBL2164746,0.39,COc1ccc2N=CC(=O)N(CCN3CC[C@H](NCc4ccc5OCC(=O)Nc5n4)[C@H](O)C3)c2c1,68.50000000000001,ABaraaasD~AA{~B}D{AADtAA{A*H}{DAauaaavBAA{~B}Davdu}{A*H}{B}At}asar
CHEMBL1523918,1.14,Clc1ccc(cc1)S(=O)(=O)Nc2nnc(s2)c3ccccc3,56.00000000000001,Zaraaa{aar}E{~B}{~B}Dasdda{ss}ataaaaat
CHEMBL1529080,1.3,CN1SC(=O)c2cc(ccc12)S(=O)(=O)NC3CC3,53.333333333333336,ADrEA{~B}asaa{aaars}E{~B}{~B}DAtAAt
CHEMBL291666,3.1,COc1ccc(cc1OC)c2cc(NC(=O)Cc3ccc4ccccc4c3)[nH]n2,23.333333333333332,ABaraaa{aarBA}asaa{DA{~B}Aataaauaaaaauat}{dH}ds
CHEMBL2010849,1.8,CN([C@@H]1CCN(Cc2ccc(nc2)C(F)(F)F)C[C@@H]1F)C(=O)Cc3ccc(cc3)n4cnnn4,45.0,AD{{A**H}rAAD{Aasaaa{das}A{G}{G}G}A{A**H}rG}A{~B}Aataaa{aat}duadddu
CHEMBL611,0.9,COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)C4CCCO4,60.0,ABaraasda{da{D}asaarBA}DtAAD{AAt}A{~B}AuAAABu
CHEMBL2086692,2.6,C[C@@H]1CN(CCN1c2ncc(OCc3ccncc3C#N)cn2)c4noc(C)n4,31.666666666666668,A{A**H}rAD{AADrasdaa{BAataadaatA^D}ads}audba{A}du
CHEMBL81642,2.2,COc1cc(ccc1Cn2ccc3ccc(NC(=O)OC4CCCC4)cc23)C(=O)NS(=O)(=O)c5ccccc5,38.33333333333333,ABaraa{aaarAdsaaataaa{DA{~B}BAuAAAAu}aast}A{~B}DE{~B}{~B}avaaaaav
CHEMBL167059,2.1,CCCc1c(O)c(ccc1OCc2ccc(cc2)C(=O)O)C(=O)C,40.0,AAAara{B}a{aaarBAasaaa{aas}A{~B}B}A{~B}A
CHEMBL1329874,2.88,Clc1ccc(c(Cl)c1)c2nnc3cccc(Cl)n23,27.0,Zaraaa{a{Z}ar}asddataaaa{Z}dst
CHEMBL485618,2.44,CCn1c(C)ncc1c2ccnc(Nc3ccc(cc3)S(=O)(=O)NCCOC)n2,34.333333333333336,AAdra{A}daarasaada{Dataaa{aat}E{~B}{~B}DAABA}ds
CHEMBL98345,0.75,ONC(=O)c1ccc(NS(=O)(=O)c2ccccc2)cc1,62.5,BDA{~B}araaa{DE{~B}{~B}asaaaaas}aar
CHEMBL1088,1.6,CN1CCCCC1CCN2c3ccccc3Sc4ccc(cc24)[S+](C)[O-],48.333333333333336,ADrAAAAArAADsataaaaatEauaaa{aasu}{EP}{A}{BM}
CHEMBL168484,0.44,Nc1ccnc(n1)c2cccnc2,67.66666666666666,Daraada{dr}asaaadas
CHEMBL2178935,2.7,Cc1nc(C)c(nc1C(=O)N)c2ccc(cc2)[C@@H]3CC[C@@H](CC(=O)N)CC3,29.999999999999996,Aarda{A}a{darA{~B}D}asaaa{aas}{A**H}tAA{A**H}{AA{~B}D}AAt
CHEMBL1184126,1.9,Oc1c2C(=O)N(NC(=O)c2nc3cc(Cl)ccc13)C(C4CCCC4)c5ccccn5,43.333333333333336,BarasA{~B}D{DA{~B}asdataa{Z}aaart}A{AuAAAAu}avaaaadv
CHEMBL526098,2.42,Cc1cccc(NS(=O)(=O)c2ccc(cc2)c3ccc(cc3)C#N)n1,34.666666666666664,Aaraaaa{DE{~B}{~B}asaaa{aas}ataaa{aat}A^D}dr
CHEMBL601719,2.33,C[C@@H](Oc1cc(cnc1N)c2cnn(c2)C3CCNCC3)c4c(Cl)ccc(F)c4Cl,36.166666666666664,A{A**H}{Baraa{adarD}asadd{as}AtAADAAt}aua{Z}aaa{G}auZ
CHEMBL1784340,0.9,Cc1onc(C)c1CCC2CCN(CC2)S(=O)(=O)CC3(CCOCC3)N(O)C=O,60.0,Aarbda{A}arAAAsAAD{AAs}E{~B}{~B}AAt{AABAAt}D{B}A~B
CHEMBL130590,4.28,Cc1ccccc1C(=O)NCC23CC4CC(CC(C4)C2)C3,3.6666666666666625,AaraaaaarA{~B}DAAstAAuAA{AA{Au}As}At
CHEMBL1946616,1.98,CN1CCN(CC1)C(=O)c2ccc(cc2)C(=C3CCN(Cc4cscn4)CC3)c5cccc6cccnc56,42.0,ADrAAD{AAr}A{~B}asaaa{aas}A{~AtAAD{Aauasadu}AAt}avaaaawaaadavw
CHEMBL588001,0.79,CC1(C)N=C(N)N=C(N)N1c2ccc(Oc3ccc(Cl)cc3)c(Cl)c2,61.833333333333336,AAr{A}D~A{D}D~A{D}Drasaaa{Bataaa{Z}aat}a{Z}as
CHEMBL1459983,3.7,COc1ccc(cc1)n2cnc3cc(NS(=O)(=O)c4ccccc4)ccc23,13.33333333333333,ABaraaa{aar}dsadataa{DE{~B}{~B}auaaaaau}aaast
CHEMBL2158831,2.48,OC(=O)c1ccccc1CN2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2,33.666666666666664,BA{~B}araaaaarADsAAA{ADtAAA{AAt}Bauaaa{Z}a{Z}au}AAs
CHEMBL2348651,3.2,CNc1nc(C)c(s1)c2nc(Nc3cccc(c3)N4CCCN(CC4)C(=O)C)ncc2C#N,21.66666666666666,ADarda{A}a{sr}asda{Dataaaa{at}DuAAAD{AAu}A{~B}A}daasA^D
CHEMBL1092926,1.86,Fc1cc(cc(F)c1CN2CCOCC2)c3cccc4ncc(nc34)c5cnn(c5)C6CCNCC6,43.99999999999999,Garaa{aa{G}arADsAABAAs}ataaaaudaa{datu}avadd{av}AwAADAAw
CHEMBL1829254,0.01,CCC(N(CCCN)C(=O)c1ccc(C)cc1)C2=Nc3ccsc3C(=O)N2Cc4cccnc4,74.83333333333333,AAA{D{AAAD}A{~B}araaa{A}aar}As~DataasatA{~B}DsAauaaadau
CHEMBL24850,0.4,OC(=O)c1cc2cc(OCc3ccccc3)ccc2[nH]1,68.33333333333333,BA{~B}araasaa{BAataaaaat}aaas{dH}r
CHEMBL2171023,1.73,OC(=O)c1ccccc1C(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(Cl)c(Cl)c4,46.166666666666664,BA{~B}araaaaarA{~B}DsAAA{AAs}DtAAA{AAt}Bauaaa{Z}a{Z}au
CHEMBL2059867,2.97,Cc1ccc(cc1NC(=O)c2ccc(OCc3ccccn3)cc2)c4c[nH]c(C)n4,25.499999999999996,Aaraaa{aarDA{~B}asaaa{BAataaaadt}aas}aua{dH}a{A}du
CHEMBL1299863,3.78,CCc1c(C)nc(SCC(=O)Nc2nc(cs2)c3ccc(OC)cc3)nc1O,12.000000000000002,AAara{A}da{EAA{~B}Dasda{ass}ataaa{BA}aat}darB
CHEMBL2165054,0.63,CO[C@H]1CN(CCN2C(=O)C=Cc3ccc(cc23)C#N)CC[C@H]1NCc4cc5OCCOc5cn4,64.5,AB{A*H}rAD{AADsA{~B}A~Aataaa{aast}A^D}AA{A*H}rDAauaavBAABavadu
CHEMBL2017974,2.7,Nc1cc(c(cn1)c2cc(nc(n2)N3CCOCC3)N4CCOCC4)C(F)(F)F,29.999999999999996,Daraa{a{adr}asaa{da{ds}DtAABAAt}DuAABAAu}A{G}{G}G
CHEMBL2058529,3.22,OC(=O)CCc1ccc(OCc2cc(Cl)ccc2c3ccccc3)cc1,21.333333333333332,BA{~B}AAaraaa{BAasaa{Z}aaasataaaaat}aar
CHEMBL612012,0.8,COc1ccc2CC3C4C=CC(O)C5Oc1c2C45CCN3C,61.666666666666664,ABaraaasAAtAuA~AA{B}AvBarasAuvAADtA
CHEMBL488238,3.19,CNC(=O)c1cc(sc1NC(=O)N)c2ccccc2,21.833333333333332,ADA{~B}araa{sarDA{~B}D}asaaaaas
CHEMBL421236,3.6,C[C@H](NC(=O)Cc1cc(F)cc(F)c1)C(=O)NC2C(=O)N(C)c3ccccc3c4ccccc24,14.999999999999998,A{A*H}{DA{~B}Aaraa{G}aa{G}ar}A{~B}DAsA{~B}D{A}ataaaaatauaaaaasu
CHEMBL1645135,1.47,C[C@H](NC(=O)c1cccc2CCN(Cc3ccc(Cl)cc3)c12)c4ccc(cc4)C(=O)O,50.5,A{A*H}{DA{~B}araaaasAAD{Aataaa{Z}aat}ars}auaaa{aau}A{~B}B
CHEMBL1813048,4.4,CC(=O)Nc1cccc(Nc2ncnc(n2)N3CCC(CC3)OCc4ccc(OC(F)(F)F)cc4)c1C,1.6666666666666607,AA{~B}Daraaaa{Dasdada{ds}DtAAA{AAt}BAauaaa{BA{G}{G}G}aau}arA
CHEMBL336923,3.12,CC(O)(C(=O)Nc1ccc(cc1)S(=O)(=O)c2ccc(F)cc2)C(F)(F)F,23.0,AA{B}{A{~B}Daraaa{aar}E{~B}{~B}asaaa{G}aas}A{G}{G}G
CHEMBL850,-0.15,C[C@@H]1CN(C[C@H](C)N1)c2c(F)c(N)c3C(=O)C(=CN(C4CC4)c3c2F)C(=O)O,77.50000000000001,A{A**H}rAD{A{A*H}{A}Dr}asa{G}a{D}atA{~B}A{~AD{AuAAu}atasG}A{~B}B
CHEMBL1957266,3.82,Cc1sc2c(C(=N[C@@H](CC(=O)OC(C)(C)C)c3nnc(C)n23)c4ccc(Cl)cc4)c1C,11.333333333333336,Aarsasa{A{~D{A**H}{AA{~B}BA{A}{A}A}atdda{A}dst}auaaa{Z}aau}arA
CHEMBL372361,1.6,CSc1ccc(OCc2ccccc2)c(c1)C(=O)Nc3ccc(cn3)C(=O)O,48.333333333333336,AEaraaa{BAasaaaaas}a{ar}A{~B}Dataaa{adt}A{~B}B
CHEMBL47875,4.1,Oc1ccc(cc1)c2nc3ccccc3s2,6.666666666666672,Baraaa{aar}asdataaaaatss
CHEMBL1650737,2.85,COc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)nc(N4CCOCC4)c2Cl)n[nH]1,27.5,ABaraa{Dasda{D{A**H}{A}atdaa{G}adt}da{DuAABAAu}asZ}d{dH}r
CHEMBL1462105,1.87,Clc1cccc(NNC(=O)c2cccnc2Cl)c1,43.833333333333336,Zaraaaa{DDA{~B}asaaadasZ}ar
CHEMBL419763,4.13,Cc1ccc(NC(=O)CCC2CCCCC2)cc1NC(=O)c3ccc(O)cc3,6.166666666666669,Aaraaa{DA{~B}AAAsAAAAAs}aarDA{~B}ataaa{B}aat
CHEMBL149434,2.1,CCc1c(C(=O)C(=O)N)c2c(OCC(=O)N)cccc2n1Cc3ccccc3,40.0,AAara{A{~B}A{~B}D}asa{BAA{~B}D}aaaasdrAataaaaat
CHEMBL49236,2.31,Nc1cccc2C(=O)C(=O)c3ccccc3c12,36.5,DaraaaasA{~B}A{~B}ataaaaatars
CHEMBL12952,0.23,COc1ccc2cc(ccc2c1)C(C)C(=O)O,71.16666666666666,ABaraaasaa{aaasar}A{A}A{~B}B
CHEMBL1939752,3.02,CCOC(=O)Nc1cccc(c1)[C@H](N2CCN(Cc3cccnc3)CC2)c4ccc(cc4)C(=O)N5CCC5,24.666666666666668,AABA{~B}Daraaaa{ar}{A*H}{DsAAD{Aataaadat}AAs}auaaa{aau}A{~B}DvAAAv
CHEMBL21342,1.9,C1NC(Cc2ccccc12)c3ccccc3,43.333333333333336,ArDA{Aasaaaaars}ataaaaat
CHEMBL1778623,0.67,CCN(CC)S(=O)(=O)c1ccc(cc1)c2cc(ccc2OCC(=O)O)C(F)(F)F,63.833333333333336,AAD{AA}E{~B}{~B}araaa{aar}asaa{aaasBAA{~B}B}A{G}{G}G
CHEMBL1004,-0.2,CN(C)CCOC(C)(c1ccccc1)c2ccccn2,78.33333333333333,AD{A}AABA{A}{araaaaar}asaaaads
CHEMBL17357,0.33,NCCc1ccc(O)c2nc(O)sc12,69.5,DAAaraaa{B}asda{B}sars
CHEMBL39058,2.09,COc1ccc(C(=O)Nc2c(Cl)cncc2Cl)c3cccnc13,40.166666666666664,ABaraaa{A{~B}Dasa{Z}adaasZ}ataaadart
CHEMBL322019,3.2,CN(C)CC(O)COc1ccc(Nc2nccc(n2)N(CC#C)c3cc(Cl)ccc3Cl)cc1,21.66666666666666,AD{A}AA{B}ABaraaa{Dasdaaa{ds}D{AA^A}ataa{Z}aaatZ}aar
CHEMBL472,2.23,COc1ccc(Cl)cc1C(=O)NCCc2ccc(cc2)S(=O)(=O)NC(=O)NC3CCCCC3,37.833333333333336,ABaraaa{Z}aarA{~B}DAAasaaa{aas}E{~B}{~B}DA{~B}DAtAAAAAt
CHEMBL249927,3.71,OCC(=O)N1CCC[C@@H]1COc2cccc3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c23,13.166666666666666,BAA{~B}DrAAA{A**H}rABasaaaatdada{Dauaaa{BAavaaaadv}a{Z}au}ast
CHEMBL1194666,1.18,CCN(CC)C(C)C(=O)c1ccccc1,55.333333333333336,AAD{AA}A{A}A{~B}araaaaar
CHEMBL443239,2.7,CCCN(CCC)C(=O)c1cccc(c1)C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc3cccc(OC)c3,29.999999999999996,AAAD{AAA}A{~B}araaaa{ar}A{~B}D{A**H}{Aasaaaaas}{A*H}{B}ADAataaaa{BA}at
CHEMBL277148,2.54,Oc1cc(nc2ccccc12)c3ccccc3,32.666666666666664,Baraa{dasaaaaars}ataaaaat
CHEMBL242818,2.0,Cc1cc(O)ccc1N2C(=O)c3ccc(O)cc3C2=O,41.666666666666664,Aaraa{B}aaarDsA{~B}ataaa{B}aatAs~B
CHEMBL419742,4.2,FC(F)(F)c1cc(COCC(N2CCNCC2)c3cccc(Cl)c3)cc(c1)C(F)(F)F,4.999999999999997,GA{G}{G}araa{ABAA{DsAADAAs}ataaaa{Z}at}aa{ar}A{G}{G}G
CHEMBL187007,4.26,COc1cc2ncnc(Nc3cc(NC(=O)c4cccc(c4)N(C)C)ccc3Cl)c2cc1OC,4.0000000000000036,ABaraasdada{Dataa{DA{~B}auaaaa{au}D{A}A}aaatZ}asaarBA
CHEMBL2147150,3.58,C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(N)nc(OCC45CC6CC(CC(C6)C4)C5)nc23,15.333333333333334,A{A*H}rB{A*H}{{A*H}{B}{A**H}rB}dsadata{D}da{BAAuvAAwAA{AA{Aw}Au}Av}dast
CHEMBL2031466,1.56,CC(C)NC(=O)c1ccc(C)c(c1)N2C=Nc3ccc(cc3C2=O)N4CCN(C)CC4,49.0,AA{A}DA{~B}araaa{A}a{ar}DsA~Dataaa{aatAs~B}DuAAD{A}AAu
CHEMBL1080151,3.27,C[C@H](Nc1nc(Nc2ncc(C)s2)c(F)c(n1)N3CCOCC3)c4ncc(F)cn4,20.5,A{A*H}{Darda{Dasdaa{A}ss}a{G}a{dr}DtAABAAt}audaa{G}adu
CHEMBL1567984,0.3,OC(=O)c1ccc(cc1)c2nnn(Cc3ccccc3F)n2,70.0,BA{~B}araaa{aar}asddd{AataaaaatG}ds
CHEMBL2111158,-0.97,CC(C)NCC(O)COc1nccs1,91.16666666666667,AA{A}DAA{B}ABardaasr
CHEMBL1224286,1.93,CNC(=O)c1cccc(O[C@H]2C[C@H]3CC[C@@H](C2)N3Cc4ccccc4)c1,42.833333333333336,ADA{~B}araaaa{B{A*H}sA{A*H}tAA{A**H}{As}DtAauaaaaau}ar
CHEMBL266195,0.99,CC(C)NCC(O)COc1ccccc1CC=C,58.5,AA{A}DAA{B}ABaraaaaarAA~A
CHEMBL2062582,2.71,CC(=O)Nc1ccc2c(c1)c(cn2CCO)c3cc(NC4CC4)n5ncc(C#N)c5n3,29.833333333333332,AA{~B}Daraaasa{ar}a{adsAAB}ataa{DAuAAu}dvdaa{A^D}avdt
CHEMBL424,-1.36,OC(=O)c1ccccc1O,97.66666666666667,BA{~B}araaaaarB
CHEMBL1079428,2.94,Cn1cnc(c2ccccc2)c1c3cc4c(N)ncnc4s3,26.0,Adrada{asaaaaas}arataaua{D}dadaust
CHEMBL782,0.44,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,67.66666666666666,AAAADA{~B}DE{~B}{~B}araaa{A}aar
CHEMBL2179275,0.91,CC(C)C[C@@H](N1CCC[C@@H](C1)N2C=C(C)C(=O)NC2=O)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3,59.833333333333336,AA{A}A{A**H}{DrAAA{A**H}{Ar}DsA~A{A}A{~B}DAs~B}ataaa{A{~B}B}a{Bauaaaa{Z}au}at
CHEMBL385240,3.6,COc1ccc(Cl)c(Nc2ncnc3cc(OC)cc(OC4CCN(C)CC4)c23)c1,14.999999999999998,ABaraaa{Z}a{Dasdadataa{BA}aa{BAuAAD{A}AAu}ast}ar
CHEMBL1835912,3.76,CCOC(=O)c1ccc(OCCC2CCN(CC2)c3ccc(C)nn3)nc1,12.333333333333337,AABA{~B}araaa{BAAAsAAD{AAs}ataaa{A}ddt}dar
CHEMBL564366,1.18,Cc1ccc2nc(CCNCCCO)ccc2c1NC(=O)CC34CC5CC(CC(C5)C3)C4,55.333333333333336,Aaraaasda{AADAAAB}aaasarDA{~B}AAtuAAvAA{AA{Av}At}Au
CHEMBL430381,3.11,OCC(CO)Nc1nc(SCc2cccc(F)c2F)nc3nc(NC4CC4)sc13,23.166666666666668,BAA{AB}Darda{EAasaaaa{G}asG}datda{DAuAAu}sart
CHEMBL198758,2.76,CCN(C1CCN(CCC(c2ccccc2)c3ccc(cc3)C#N)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,29.000000000000004,AAD{ArAAD{AAA{asaaaaas}ataaa{aat}A^D}AAr}A{~B}Aauaaa{aau}E{~B}{~B}A
CHEMBL109614,2.32,C[C@@H](COCCCS(=O)(=O)CCNCCc1ccc(O)c2nc(O)sc12)c3ccccc3,36.333333333333336,A{A**H}{ABAAAE{~B}{~B}AADAAaraaa{B}asda{B}sars}ataaaaat
CHEMBL101473,2.0,CN(C)CC(O)COc1ccc(Nc2ncc(C)c(Nc3ccccc3)n2)cc1,41.666666666666664,AD{A}AA{B}ABaraaa{Dasdaa{A}a{Dataaaaat}ds}aar
CHEMBL2153188,1.72,CCCSc1nc(ccc1C(=O)NC2CCCCC2)N3CCCC(C3)C(=O)O,46.333333333333336,AAAEarda{aaarA{~B}DAsAAAAAs}DtAAAA{At}A{~B}B
CHEMBL351231,3.51,C[C@@H]1CCCN1CCc2oc3ccc(cc3c2)c4ccc(cc4)C#N,16.500000000000004,A{A**H}rAAADrAAasbataaa{aatas}auaaa{aau}A^D
CHEMBL517544,3.5,COc1cc2ncc(C(=O)N)c(Nc3cccc(Cl)c3)c2cc1OC,16.666666666666668,ABaraasdaa{A{~B}D}a{Dataaaa{Z}at}asaarBA
CHEMBL1209736,3.21,Brc1ccc(cc1)S(=O)(=O)NCC(N2CCCCCC2)c3ccccc3,21.5,Xaraaa{aar}E{~B}{~B}DAA{DsAAAAAAs}ataaaaat
CHEMBL1927707,2.71,Oc1ccccc1CCC(=O)Nc2ccccc2,29.833333333333332,BaraaaaarAAA{~B}Dasaaaaas
CHEMBL254129,2.63,C[C@@H]1CN[C@@H]2[C@@H](C1)O[C@]3(CC[C@H]4[C@@H]5CC=C6C[C@@H](O)CC[C@]6(C)[C@H]5CC4=C3C)[C@@H]2C,31.166666666666668,A{A**H}rAD{A**H}s{A**H}{Ar}B{A*}t{AA{A*H}u{A**H}vAA~AwA{A**H}{B}AA{A*}w{A}{A*H}vAAu~AtA}{A**H}sA
CHEMBL315985,0.79,NC(=O)N1c2ccccc2C[C@H](O)c3ccccc13,61.833333333333336,DA{~B}DrasaaaaasA{A*H}{B}ataaaaart
CHEMBL1529362,1.8,Nc1nnc(s1)c2ccccc2,45.0,Dardda{sr}asaaaaas
CHEMBL1289682,4.23,Fc1ccc(C2CCN(CC2)C(=S)COCc3ccncc3)c(Cl)c1,4.499999999999993,Garaaa{AsAAD{AAs}A{~E}ABAataadaat}a{Z}ar
CHEMBL1539,-0.73,COc1ncnc(NS(=O)(=O)c2ccc(N)cc2)c1OC,87.16666666666667,ABardada{DE{~B}{~B}asaaa{D}aas}arBA
CHEMBL180368,3.25,C[C@H]1CCCN1CCc2oc3ccc(cc3c2)c4ccc(cc4)C#N,20.833333333333332,A{A*H}rAAADrAAasbataaa{aatas}auaaa{aau}A^D
CHEMBL1650723,2.53,COc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)ncc2Cl)n[nH]1,32.833333333333336,ABaraa{Dasda{D{A**H}{A}atdaa{G}adt}daasZ}d{dH}r
CHEMBL226905,0.9,CC(N1NC(=O)C2=C(C1=O)C(=O)c3ccc(Cl)cc3N2)c4ccsc4,60.0,AA{DrDA{~B}As~A{Ar~B}A{~B}ataaa{Z}aatDs}auaasau
CHEMBL1323247,2.28,CCN1CCN(CC1)C(=O)c2cc3cc(F)ccc3[nH]2,37.00000000000001,AADrAAD{AAr}A{~B}asaataa{G}aaat{dH}s
CHEMBL2349335,4.2,CC(C)C[C@H](CO)Nc1nc(SCc2ccccc2)nc3nc(N)sc13,4.999999999999997,AA{A}A{A*H}{AB}Darda{EAasaaaaas}datda{D}sart
CHEMBL1626,3.48,CN1CCC[C@@H]1CCO[C@](C)(c2ccccc2)c3ccc(Cl)cc3,17.0,ADrAAA{A**H}rAAB{A*}{A}{asaaaaas}ataaa{Z}aat
CHEMBL195329,1.9,O=C(N[C@H]1CN2CCC1CC2)c3ccc(s3)c4ccccc4,43.333333333333336,B~A{D{A*H}rADsAAArAAs}ataaa{st}auaaaaau
CHEMBL1384203,3.53,CC(NCC(O)c1ccc(cc1)[N+](=O)[O-])C23CC4CC(CC(C4)C2)C3,16.166666666666668,AA{DAA{B}araaa{aar}{DP}{~B}{BM}}AstAAuAA{AA{Au}As}At
CHEMBL2179289,3.38,CC1=CN(C2CCCN(Cc3cccc(Oc4ccc(C)cc4)c3)C2)C(=O)NC1=O,18.666666666666668,AAr~AD{AsAAAD{Aataaaa{Bauaaa{A}aau}at}As}A{~B}DAr~B
CHEMBL1800657,2.23,CCCN(CCNCCc1ccc(O)c2NC(=O)Sc12)C(=O)CCOCCc3ccccc3,37.833333333333336,AAAD{AADAAaraaa{B}asDA{~B}Ears}A{~B}AABAAataaaaat
